site_id,site_slug,site_name,device_id,device_name,role_name,role_slug,model,model_slug,manufacturer,status,url
270,clrm03,Colina,16885,CLFFCOACAM005-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16885/
270,clrm03,Colina,21802,CLFFCOACAM005-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/21802/
270,clrm03,Colina,16886,CLFFCOACAM006-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16886/
270,clrm03,Colina,21803,CLFFCOACAM006-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/21803/
270,clrm03,Colina,16887,CLFFCOACAM007-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16887/
270,clrm03,Colina,21825,CLFFCOACAM007-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/21825/
270,clrm03,Colina,16888,CLFFCOACAM008-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16888/
270,clrm03,Colina,21826,CLFFCOACAM008-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/21826/
270,clrm03,Colina,16889,CLFFCOACAM009-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16889/
270,clrm03,Colina,21827,CLFFCOACAM009-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/21827/
270,clrm03,Colina,16890,CLFFCOACAM010-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16890/
270,clrm03,Colina,21828,CLFFCOACAM010-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/21828/
270,clrm03,Colina,16891,CLFFCOACAM011-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16891/
270,clrm03,Colina,21829,CLFFCOACAM011-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/21829/
270,clrm03,Colina,16892,CLFFCOACAM012-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16892/
270,clrm03,Colina,21882,CLFFCOACAM012-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/21882/
270,clrm03,Colina,16893,CLFFCOACAM013-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16893/
270,clrm03,Colina,21903,CLFFCOACAM013-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/21903/
270,clrm03,Colina,16894,CLFFCOACAM014-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16894/
270,clrm03,Colina,21912,CLFFCOACAM014-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/21912/
270,clrm03,Colina,16895,CLFFCOACAM015-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16895/
270,clrm03,Colina,32436,CLFFCOACAM015-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/32436/
270,clrm03,Colina,16896,CLFFCOACAM016-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16896/
270,clrm03,Colina,32437,CLFFCOACAM016-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/32437/
270,clrm03,Colina,16897,CLFFCOACAM017-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16897/
270,clrm03,Colina,32438,CLFFCOACAM017-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/32438/
270,clrm03,Colina,16898,CLFFCOACAM018-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16898/
270,clrm03,Colina,32439,CLFFCOACAM018-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/32439/
270,clrm03,Colina,16899,CLFFCOACAM019-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16899/
270,clrm03,Colina,21925,CLFFCOACAM019-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/21925/
270,clrm03,Colina,35208,CLFFCOACAM020-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/35208/
270,clrm03,Colina,35209,CLFFCOACAM020-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/35209/
270,clrm03,Colina,16901,CLFFCOACAM021-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16901/
270,clrm03,Colina,21947,CLFFCOACAM021-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/21947/
270,clrm03,Colina,144023,CLFFCOACAM021-3,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/144023/
270,clrm03,Colina,144024,CLFFCOACAM021-4,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/144024/
270,clrm03,Colina,144025,CLFFCOACAM021-5,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/144025/
270,clrm03,Colina,144027,CLFFCOACAM022-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/144027/
270,clrm03,Colina,144026,CLFFCOACAM022-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/144026/
270,clrm03,Colina,79554,CLFFCOACAM022-3,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/79554/
270,clrm03,Colina,144028,CLFFCOACAM022-4,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/144028/
270,clrm03,Colina,144029,CLFFCOACAM022-5,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/144029/
270,clrm03,Colina,16903,CLFFCOACAM023-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16903/
270,clrm03,Colina,21950,CLFFCOACAM023-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/21950/
270,clrm03,Colina,16900,CLFFCOACAM023-3,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16900/
270,clrm03,Colina,16902,CLFFCOACAM023-4,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16902/
270,clrm03,Colina,29175,CLFFCOACAM023-5,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/29175/
270,clrm03,Colina,16904,CLFFCOACAM024-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16904/
270,clrm03,Colina,21948,CLFFCOACAM024-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/21948/
270,clrm03,Colina,21926,CLFFCOACAM024-3,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/21926/
270,clrm03,Colina,21949,CLFFCOACAM024-4,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/21949/
270,clrm03,Colina,29186,CLFFCOACAM024-5,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/29186/
270,clrm03,Colina,16905,CLFFCOACAM025-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16905/
270,clrm03,Colina,144030,CLFFCOACAM025-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/144030/
270,clrm03,Colina,144031,CLFFCOACAM025-3,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/144031/
270,clrm03,Colina,17219,CLFFCOACAM026-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/17219/
270,clrm03,Colina,144032,CLFFCOACAM026-2,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/144032/
270,clrm03,Colina,144033,CLFFCOACAM026-3,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/144033/
270,clrm03,Colina,19617,CLFFCOACAM030-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/19617/
270,clrm03,Colina,26874,CLFFCOACAM031-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/26874/
270,clrm03,Colina,32440,CLFFCOACAM032-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/32440/
270,clrm03,Colina,144034,CLFFCOACAM034-1,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/144034/
270,clrm03,Colina,32442,CLFFCOACAM036-1,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/32442/
270,clrm03,Colina,29190,CLFFCOACAM037-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/29190/
270,clrm03,Colina,16908,CLFFCOCCAM001-1,Core Cameras,core-cameras,ICX7450-48F,icx7450-48f,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/16908/
270,clrm03,Colina,21778,CLFFCOCCAM001-2,Core Cameras,core-cameras,ICX7450-48PF,icx7450-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/21778/
270,clrm03,Colina,32441,FEK3834U2D0,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/32441/
367,colina-st,Colina-ST,29218,CYS3320P009,Core Cameras,core-cameras,ICX7450-48PF,icx7450-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29218/
367,colina-st,Colina-ST,29219,CYS3340P09T,Core Cameras,core-cameras,ICX7450-48PF,icx7450-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29219/
367,colina-st,Colina-ST,29172,FEA3832R06X,Access Cameras,access-cameras,ICX7150-24P-4X10G,icx7150-24p-4x10g,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29172/
367,colina-st,Colina-ST,29215,FEE3214P046,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29215/
367,colina-st,Colina-ST,29205,FEE3803S00X,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29205/
367,colina-st,Colina-ST,29207,FEE3803S00Y,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29207/
367,colina-st,Colina-ST,29204,FEE3803S01A,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29204/
367,colina-st,Colina-ST,29210,FEE3803S01B,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29210/
367,colina-st,Colina-ST,29211,FEE3803S01C,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29211/
367,colina-st,Colina-ST,29216,FEE3803S01F,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29216/
367,colina-st,Colina-ST,29206,FEE3803S01H,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29206/
367,colina-st,Colina-ST,29208,FEE3803S01P,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29208/
367,colina-st,Colina-ST,29189,FEE3808T00L,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29189/
367,colina-st,Colina-ST,29194,FEE3808T00V,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29194/
367,colina-st,Colina-ST,29191,FEE3808T002,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29191/
367,colina-st,Colina-ST,29198,FEE3808T006,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29198/
367,colina-st,Colina-ST,29214,FEE3811S01J,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29214/
367,colina-st,Colina-ST,29183,FEE3816T00P,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29183/
367,colina-st,Colina-ST,29184,FEE3816T01C,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29184/
367,colina-st,Colina-ST,29182,FEE3816T004,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29182/
367,colina-st,Colina-ST,29212,FEE3849R1BH,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29212/
367,colina-st,Colina-ST,29217,FEE3849R1BP,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29217/
367,colina-st,Colina-ST,29209,FEE3849R15Z,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29209/
367,colina-st,Colina-ST,29213,FEE3849R16B,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29213/
367,colina-st,Colina-ST,29193,FEE3849S17B,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29193/
367,colina-st,Colina-ST,29187,FEE3849S17P,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29187/
367,colina-st,Colina-ST,29192,FEE3849S18D,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29192/
367,colina-st,Colina-ST,29201,FEE3849S18L,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29201/
367,colina-st,Colina-ST,29196,FEE3849S18N,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29196/
367,colina-st,Colina-ST,29199,FEE3849S177,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29199/
367,colina-st,Colina-ST,29200,FEE3849S186,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/29200/
263,copiapo,Copiapo,7767,CLSCCPCCAM001-1,Core Cameras,core-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/7767/
57,cordovil,Cordovil,2623,BRSCRJCCAM001-1,Core Cameras,core-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/2623/
57,cordovil,Cordovil,2624,BRXDRJACAM001,Access Cameras,access-cameras,ICX7150-24P,icx7150-24p,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/2624/
57,cordovil,Cordovil,9681,BRXDRJACAM002,Access Cameras,access-cameras,ICX7150-24P,icx7150-24p,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/9681/
321,cotia,Cotia,19384,BRSCCTACAM001-1,Access Cameras,access-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/19384/
321,cotia,Cotia,29542,BRSCCTCCAM001-1,Core Cameras,core-cameras,ICX7150-48P,icx7150-48p,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/29542/
321,cotia,Cotia,29537,BRSCCTCRP001-1,Core Switch,core-switch,ICX7150-24-POE,icx7150-24-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/29537/
321,cotia,Cotia,29538,BRSCCTCRP001-2,Core Switch,core-switch,ICX7150-24-POE,icx7150-24-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/29538/
246,criciuma,Criciuma,653563,BRSCCIACAM001-1,Access Switch,access-switch,ICX8200-48P,icx8200-48p,Ruckus,Planejado,http://netbox.adminml.com/dcim/devices/653563/
246,criciuma,Criciuma,653564,BRSCCIACP001-1,Access Cameras,access-cameras,ICX8200-24P,icx8200-24p,Ruckus,Planejado,http://netbox.adminml.com/dcim/devices/653564/
246,criciuma,Criciuma,8187,BRSCCICCAM001-1,Core Cameras,core-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/8187/
246,criciuma,Criciuma,8185,BRSCCICRP001-1,Core Switch,core-switch,ICX7150-24-POE,icx7150-24-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/8185/
246,criciuma,Criciuma,9379,BRSCCICRP001-2,Core Switch,core-switch,ICX7150-24-POE,icx7150-24-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/9379/
246,criciuma,Criciuma,7505,FEE3849R186,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/7505/
246,criciuma,Criciuma,653561,FND5026W1BL,Access Cameras,access-cameras,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/653561/
246,criciuma,Criciuma,653562,FND5026W1CM,Access Cameras,access-cameras,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/653562/
104,cuernavaca,Cuernavaca,9361,MXSCCVCCAM001-1,Core Cameras,core-cameras,ICX7450-48P,icx7450-48p,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/9361/
135,cuiaba,Cuiaba,410512,BRSCCBACAM001-1,Access Cameras,access-cameras,ICX8200-24P-POE,icx8200-24p-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/410512/
135,cuiaba,Cuiaba,616440,BRSCCBACAM002-1,Access Cameras,access-cameras,ICX7150-24-POE,icx7150-24-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/616440/
135,cuiaba,Cuiaba,295946,BRSCCBACP001-1,Access Switch,access-switch,ICX8200-48ZP2-POE,icx8200-48zp2-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/295946/
135,cuiaba,Cuiaba,295951,BRSCCBACP002-1,Access Switch,access-switch,ICX7150-24-POE,icx7150-24-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/295951/
135,cuiaba,Cuiaba,9975,BRSCCBCCAM001-1,Core Cameras,core-cameras,ICX7150-48-POE,icx7150-48-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/9975/
135,cuiaba,Cuiaba,410509,BRSCCBCRP001-1,Core Switch,core-switch,ICX8200-24P-POE,icx8200-24p-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/410509/
135,cuiaba,Cuiaba,410510,BRSCCBCRP001-2,Core Switch,core-switch,ICX8200-24P-POE,icx8200-24p-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/410510/
184,culiacan,Culiacan,9360,MXXDCUCCAM001-1,Core Cameras,core-cameras,ICX7450-48P,icx7450-48p,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/9360/
298,dourados,Dourados,8618,BRSCDRACAM001-1,Access Cameras,access-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/8618/
298,dourados,Dourados,378593,BRSCDRACP001-1,Access Switch,access-switch,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/378593/
298,dourados,Dourados,499279,BRSCDRCCAM001-1,Core Cameras,core-cameras,ICX7150-48Z-HPOE,icx7150-48z-hpoe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/499279/
298,dourados,Dourados,8620,FEA3849R06D,Core Cameras,core-cameras,ICX7150-24P,icx7150-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/8620/
231,durango,Durango,271930,MXSCDGCCAM001-1,Core Cameras,core-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/271930/
364,ensenada,Ensenada,493957,MXSCENCCAM001-1,Core Cameras,core-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/493957/
317,dc-co,Equinix BG1 Shipping,9109,COBOE1MGT001,Management Switch,management-switch,ICX7150-24P,icx7150-24p,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/9109/
226,dc-mx,Equinix MX2 Shipping,9519,MXDCEQMGT001,Management Switch,management-switch,ICX7450-48P,icx7450-48p,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/9519/
324,equinix-sp3-shipping,Equinix SP3 Shipping,9596,BRSPE3MGT001-1,Management Switch,management-switch,ICX7150-C08P,icx-7150-c08p,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/9596/
171,equinix-sp4,Equinix SP4 Shipping,2991,BRSPE4MGT001-1,Management Switch,management-switch,ICX7150-C08-POE,icx7150-c08-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/2991/
207,extrema,Extrema,3495,BRFFEXACAM001-1,Access Cameras,access-cameras,ICX7150-24-POE,icx7150-24-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/3495/
207,extrema,Extrema,29703,BRFFEXACAM001-2,Access Cameras,access-cameras,ICX7150-24P,icx7150-24p,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/29703/
207,extrema,Extrema,3509,BRFFEXACAM002-1,Access Cameras,access-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/3509/
207,extrema,Extrema,7663,BRFFEXACAM003-1,Access Cameras,access-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/7663/
207,extrema,Extrema,3511,BRFFEXACAM004-1,Access Cameras,access-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/3511/
207,extrema,Extrema,3512,BRFFEXACAM005-1,Access Cameras,access-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/3512/
207,extrema,Extrema,3513,BRFFEXACAM006-1,Access Cameras,access-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/3513/
207,extrema,Extrema,10111,BRFFEXACAM006-2,Access Cameras,access-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/10111/
207,extrema,Extrema,3514,BRFFEXACAM007-1,Access Cameras,access-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/3514/
207,extrema,Extrema,3523,BRFFEXACAM008-1,Access Cameras,access-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/3523/
207,extrema,Extrema,3516,BRFFEXACAM009-1,Access Cameras,access-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/3516/
207,extrema,Extrema,3517,BRFFEXACAM010-1,Access Cameras,access-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/3517/
207,extrema,Extrema,3518,BRFFEXACAM011-1,Access Cameras,access-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/3518/
207,extrema,Extrema,3519,BRFFEXACAM011-2,Access Cameras,access-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/3519/
207,extrema,Extrema,10110,BRFFEXACAM011-3,Access Cameras,access-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/10110/
207,extrema,Extrema,3520,BRFFEXACAM012-1,Access Cameras,access-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/3520/
